Date,Quantity Sold (kg),Unit Price (NGN),Total Sales Value (NGN),Opening Stock (kg),Closing Stock (kg),Restocked Quantity (kg),Supplier Name,Supplier Cost (NGN),Transport Cost (NGN),Store Location,Season
7/18/2021,87,349,30321,233,196,37,Kaduna Suppliers,274,6236,Port Harcourt,Rainy Season
7/19/2021,177,365,64533,161,59,102,Ogun Growers,282,4783,"Kano, Sabon Gari",Rainy Season
7/20/2021,87,346,30104,164,164,0,Kaduna Suppliers,284,6362,"Lagos, Yaba",Rainy Season
7/21/2021,160,357,57185,280,205,75,Kaduna Suppliers,282,5960,"Kano, Sabon Gari",Rainy Season
7/22/2021,137,400,54837,199,108,91,Kaduna Suppliers,358,4393,"Abuja, Wuse",Rainy Season
7/23/2021,113,403,45553,221,182,39,Ogun Growers,357,7096,"Kano, Sabon Gari",Rainy Season
7/24/2021,88,359,31597,184,184,0,Kaduna Suppliers,273,7784,"Abuja, Wuse",Rainy Season
7/25/2021,118,403,47533,235,215,20,Jigawa Farm,321,8486,"Kano, Sabon Gari",Rainy Season
7/26/2021,178,340,60571,158,59,99,Jigawa Farm,255,3286,"Abuja, Wuse",Rainy Season
7/27/2021,85,345,29333,216,146,70,Ogun Growers,308,5211,Ibadan,Rainy Season
7/28/2021,184,352,64796,213,43,170,Jigawa Farm,286,3893,"Abuja, Wuse",Rainy Season
7/29/2021,101,393,39733,220,181,39,Local Farmer,317,9434,Port Harcourt,Rainy Season
7/30/2021,188,353,66275,254,110,144,Jigawa Farm,306,7662,"Kano, Sabon Gari",Rainy Season
7/31/2021,160,344,54976,102,3,99,Ogun Growers,300,9376,Ibadan,Rainy Season
8/1/2021,191,329,62793,253,159,94,Local Farmer,290,9647,"Lagos, Yaba",Rainy Season
8/2/2021,167,330,55103,289,185,104,Kaduna Suppliers,296,6820,"Lagos, Yaba",Rainy Season
8/3/2021,179,324,58025,296,121,175,Jigawa Farm,291,8894,"Abuja, Wuse",Rainy Season
8/4/2021,112,385,43120,194,89,105,Jigawa Farm,338,7416,"Lagos, Yaba",Rainy Season
8/5/2021,110,399,43912,141,116,25,Ogun Growers,325,3974,Port Harcourt,Rainy Season
8/6/2021,113,395,44675,225,180,45,Local Farmer,332,6517,"Abuja, Wuse",Rainy Season
8/7/2021,166,349,57949,273,152,121,Local Farmer,294,6656,Port Harcourt,Rainy Season
8/8/2021,142,396,56271,105,29,76,Kaduna Suppliers,310,7790,Ibadan,Rainy Season
8/9/2021,180,352,63291,267,179,88,Kaduna Suppliers,294,7681,Port Harcourt,Rainy Season
8/10/2021,194,377,73172,204,12,192,Kaduna Suppliers,313,7321,Port Harcourt,Rainy Season
8/11/2021,51,377,19230,212,254,0,Local Farmer,282,7044,"Abuja, Wuse",Rainy Season
8/12/2021,81,388,31463,120,121,0,Kaduna Suppliers,291,3306,Ibadan,Rainy Season
8/13/2021,134,363,48643,180,110,70,Ogun Growers,307,5528,Ibadan,Rainy Season
8/14/2021,74,349,25840,257,244,13,Jigawa Farm,249,4549,Ibadan,Rainy Season
8/15/2021,79,364,28755,185,110,75,Local Farmer,278,6377,Port Harcourt,Rainy Season
8/16/2021,196,358,70133,196,56,140,Ogun Growers,321,9198,"Lagos, Yaba",Rainy Season
8/17/2021,80,399,31943,195,115,80,Local Farmer,308,7565,Ibadan,Rainy Season
8/18/2021,56,352,19731,157,148,9,Kaduna Suppliers,290,8581,"Lagos, Yaba",Rainy Season
8/19/2021,110,361,39743,207,149,58,Ogun Growers,312,8386,Port Harcourt,Rainy Season
8/20/2021,127,349,44340,268,221,47,Jigawa Farm,246,4887,"Abuja, Wuse",Rainy Season
8/21/2021,102,377,38491,276,215,61,Local Farmer,305,4791,"Abuja, Wuse",Rainy Season
8/22/2021,166,394,65322,265,118,147,Local Farmer,296,7409,Ibadan,Rainy Season
8/23/2021,172,356,61218,232,126,106,Local Farmer,286,4509,Ibadan,Rainy Season
8/24/2021,103,363,37437,198,125,73,Kaduna Suppliers,314,8649,"Lagos, Yaba",Rainy Season
8/25/2021,168,362,60897,277,155,122,Kaduna Suppliers,255,7432,Port Harcourt,Rainy Season
8/26/2021,81,330,26770,157,97,60,Jigawa Farm,277,6496,"Abuja, Wuse",Rainy Season
8/27/2021,127,361,45809,275,225,50,Local Farmer,308,6061,Port Harcourt,Rainy Season
8/28/2021,123,379,46634,276,176,100,Kaduna Suppliers,292,5200,"Lagos, Yaba",Rainy Season
8/29/2021,110,326,35805,118,81,37,Kaduna Suppliers,247,9834,"Abuja, Wuse",Rainy Season
8/30/2021,75,337,25291,189,147,42,Ogun Growers,272,6648,Ibadan,Rainy Season
8/31/2021,197,371,73099,271,164,107,Ogun Growers,278,6917,"Lagos, Yaba",Rainy Season
9/1/2021,174,360,62631,254,104,150,Local Farmer,320,3830,Ibadan,Rainy Season
9/2/2021,151,381,57551,106,21,85,Ogun Growers,332,5241,"Abuja, Wuse",Rainy Season
9/3/2021,145,353,51172,143,15,128,Local Farmer,281,9431,"Lagos, Yaba",Rainy Season
9/4/2021,119,384,45693,291,208,83,Jigawa Farm,343,4892,"Kano, Sabon Gari",Rainy Season
9/5/2021,126,375,47208,291,219,72,Ogun Growers,328,4469,"Lagos, Yaba",Rainy Season
9/6/2021,161,396,63812,289,183,106,Local Farmer,314,6326,"Abuja, Wuse",Rainy Season
9/7/2021,64,387,24742,293,290,3,Kaduna Suppliers,313,9375,"Lagos, Yaba",Rainy Season
9/8/2021,72,391,28130,136,74,62,Local Farmer,346,3029,"Abuja, Wuse",Rainy Season
9/9/2021,183,348,63735,222,83,139,Jigawa Farm,253,5051,"Abuja, Wuse",Rainy Season
9/10/2021,54,376,20324,113,79,34,Ogun Growers,316,3989,"Abuja, Wuse",Rainy Season
9/11/2021,100,327,32750,238,208,30,Local Farmer,285,6700,"Abuja, Wuse",Rainy Season
9/12/2021,91,329,29899,167,95,72,Local Farmer,275,3851,"Lagos, Yaba",Rainy Season
9/13/2021,102,368,37539,212,152,60,Jigawa Farm,260,5175,Ibadan,Rainy Season
9/14/2021,114,366,41752,138,91,47,Local Farmer,289,8020,"Kano, Sabon Gari",Rainy Season
9/15/2021,109,352,38378,153,93,60,Ogun Growers,301,6084,Port Harcourt,Rainy Season
9/16/2021,161,362,58320,273,157,116,Local Farmer,270,7531,Port Harcourt,Rainy Season
9/17/2021,144,331,47704,106,19,87,Ogun Growers,249,6187,Port Harcourt,Rainy Season
9/18/2021,63,404,25483,163,153,10,Kaduna Suppliers,351,8939,"Lagos, Yaba",Rainy Season
9/19/2021,64,389,24909,186,139,47,Jigawa Farm,303,7824,"Kano, Sabon Gari",Rainy Season
9/20/2021,54,355,19166,276,310,0,Jigawa Farm,317,9775,Ibadan,Rainy Season
9/21/2021,75,370,27781,276,273,3,Kaduna Suppliers,325,4621,"Abuja, Wuse",Rainy Season
9/22/2021,121,350,42398,243,158,85,Kaduna Suppliers,250,8779,"Abuja, Wuse",Rainy Season
9/23/2021,136,324,44064,297,222,75,Kaduna Suppliers,244,5389,"Kano, Sabon Gari",Rainy Season
9/24/2021,82,345,28295,294,248,46,Ogun Growers,305,3798,Port Harcourt,Rainy Season
9/25/2021,182,388,70594,129,-24,153,Ogun Growers,274,5501,Port Harcourt,Rainy Season
9/26/2021,187,386,72104,171,-4,175,Kaduna Suppliers,301,3348,"Abuja, Wuse",Rainy Season
9/27/2021,79,385,30411,216,216,0,Kaduna Suppliers,317,9483,Port Harcourt,Rainy Season
9/28/2021,147,335,49295,243,187,56,Ogun Growers,270,6030,Port Harcourt,Rainy Season
9/29/2021,145,326,47206,130,64,66,Local Farmer,284,3943,"Lagos, Yaba",Rainy Season
9/30/2021,148,397,58724,297,197,100,Kaduna Suppliers,297,7235,"Kano, Sabon Gari",Rainy Season
10/1/2021,110,308,33877,152,42,110,Local Farmer,236,4410,Port Harcourt,Dry Season
10/2/2021,160,298,47611,243,100,143,Jigawa Farm,229,6359,"Abuja, Wuse",Dry Season
10/3/2021,189,230,43407,113,-71,184,Ogun Growers,186,5856,"Kano, Sabon Gari",Dry Season
10/4/2021,159,258,41016,231,128,103,Kaduna Suppliers,184,9760,Port Harcourt,Dry Season
10/5/2021,299,318,95065,183,-107,290,Jigawa Farm,234,7003,Ibadan,Dry Season
10/6/2021,150,257,38488,157,12,145,Jigawa Farm,200,8446,"Abuja, Wuse",Dry Season
10/7/2021,122,256,31216,249,146,103,Ogun Growers,209,9177,"Lagos, Yaba",Dry Season
10/8/2021,236,243,57234,186,-15,201,Ogun Growers,185,6172,"Lagos, Yaba",Dry Season
10/9/2021,290,283,81983,203,-40,243,Jigawa Farm,204,5429,"Lagos, Yaba",Dry Season
10/10/2021,184,320,58877,250,89,161,Ogun Growers,254,8859,"Lagos, Yaba",Dry Season
10/11/2021,198,219,43288,139,-29,168,Ogun Growers,164,4729,"Lagos, Yaba",Dry Season
10/12/2021,111,242,26858,164,89,75,Local Farmer,173,3804,"Abuja, Wuse",Dry Season
10/13/2021,274,218,59835,181,-39,220,Kaduna Suppliers,162,8241,Ibadan,Dry Season
10/14/2021,193,319,61545,258,112,146,Local Farmer,249,8850,Ibadan,Dry Season
10/15/2021,216,310,66920,101,-73,174,Local Farmer,247,6842,Port Harcourt,Dry Season
10/16/2021,279,313,87227,142,-50,192,Local Farmer,249,8794,Ibadan,Dry Season
10/17/2021,126,279,35110,251,135,116,Ogun Growers,222,4097,"Kano, Sabon Gari",Dry Season
10/18/2021,278,273,75759,180,-63,243,Local Farmer,216,9247,"Lagos, Yaba",Dry Season
10/19/2021,129,239,30787,149,95,54,Kaduna Suppliers,172,3807,"Lagos, Yaba",Dry Season
10/20/2021,163,324,52756,269,175,94,Jigawa Farm,270,4666,Port Harcourt,Dry Season
10/21/2021,206,227,46707,279,115,164,Local Farmer,188,8298,Ibadan,Dry Season
10/22/2021,113,324,36573,162,100,62,Ogun Growers,265,3782,"Kano, Sabon Gari",Dry Season
10/23/2021,150,246,36839,275,219,56,Jigawa Farm,189,6405,Port Harcourt,Dry Season
10/24/2021,295,286,84307,201,-56,257,Jigawa Farm,201,4619,Port Harcourt,Dry Season
10/25/2021,135,309,41693,171,46,125,Kaduna Suppliers,276,7449,"Abuja, Wuse",Dry Season
10/26/2021,218,308,67059,175,-33,208,Local Farmer,268,5722,"Lagos, Yaba",Dry Season
10/27/2021,114,271,30901,147,92,55,Kaduna Suppliers,234,7251,Ibadan,Dry Season
10/28/2021,164,317,52047,206,81,125,Jigawa Farm,270,9394,Ibadan,Dry Season
10/29/2021,216,217,46867,115,-26,141,Local Farmer,172,7116,"Abuja, Wuse",Dry Season
10/30/2021,160,315,50462,101,-51,152,Local Farmer,244,4987,"Kano, Sabon Gari",Dry Season
10/31/2021,274,291,79642,162,-69,231,Ogun Growers,228,9741,"Lagos, Yaba",Dry Season
11/1/2021,178,216,38470,113,12,101,Jigawa Farm,182,9163,"Kano, Sabon Gari",Dry Season
11/2/2021,185,283,52307,234,116,118,Jigawa Farm,237,4103,"Lagos, Yaba",Dry Season
11/3/2021,211,270,56932,123,-70,193,Jigawa Farm,220,3231,"Kano, Sabon Gari",Dry Season
11/4/2021,297,234,69478,234,-40,274,Kaduna Suppliers,177,4005,"Lagos, Yaba",Dry Season
11/5/2021,283,305,86297,217,-57,274,Ogun Growers,222,7187,Ibadan,Dry Season
11/6/2021,295,240,70802,134,-121,255,Ogun Growers,200,4750,"Lagos, Yaba",Dry Season
11/7/2021,231,253,58527,279,110,169,Ogun Growers,202,9650,"Kano, Sabon Gari",Dry Season
11/8/2021,219,273,59830,139,4,135,Ogun Growers,195,8233,"Kano, Sabon Gari",Dry Season
11/9/2021,199,255,50771,134,9,125,Kaduna Suppliers,213,3541,Port Harcourt,Dry Season
11/10/2021,216,251,54120,286,136,150,Kaduna Suppliers,211,8676,Ibadan,Dry Season
11/11/2021,299,228,68072,178,-93,271,Local Farmer,170,8304,"Lagos, Yaba",Dry Season
11/12/2021,195,314,61227,245,145,100,Jigawa Farm,222,5737,"Kano, Sabon Gari",Dry Season
11/13/2021,145,303,43875,285,158,127,Kaduna Suppliers,238,9547,"Kano, Sabon Gari",Dry Season
11/14/2021,270,317,85482,161,-99,260,Jigawa Farm,277,5480,Ibadan,Dry Season
11/15/2021,225,270,60776,273,94,179,Jigawa Farm,226,4690,Port Harcourt,Dry Season
11/16/2021,240,251,60288,199,-29,228,Ogun Growers,193,3402,Ibadan,Dry Season
11/17/2021,296,294,87016,233,-25,258,Kaduna Suppliers,208,7148,"Lagos, Yaba",Dry Season
11/18/2021,266,318,84669,129,-75,204,Jigawa Farm,240,8334,Port Harcourt,Dry Season
11/19/2021,185,221,40822,249,141,108,Local Farmer,196,7024,Port Harcourt,Dry Season
11/20/2021,203,233,47345,134,-45,179,Jigawa Farm,179,8341,"Abuja, Wuse",Dry Season
11/21/2021,235,238,55895,153,-75,228,Kaduna Suppliers,186,7562,"Kano, Sabon Gari",Dry Season
11/22/2021,209,270,56327,164,19,145,Jigawa Farm,237,9698,"Abuja, Wuse",Dry Season
11/23/2021,247,218,53777,175,-30,205,Ogun Growers,179,4873,Port Harcourt,Dry Season
11/24/2021,124,261,32315,105,77,28,Local Farmer,200,9881,Port Harcourt,Dry Season
11/25/2021,207,259,53592,205,80,125,Local Farmer,216,4462,Port Harcourt,Dry Season
11/26/2021,269,290,78021,175,-25,200,Jigawa Farm,212,6392,"Kano, Sabon Gari",Dry Season
11/27/2021,111,322,35761,263,209,54,Ogun Growers,227,3416,"Abuja, Wuse",Dry Season
11/28/2021,299,272,81218,142,-78,220,Jigawa Farm,213,3596,Ibadan,Dry Season
11/29/2021,265,274,72672,277,20,257,Ogun Growers,233,8400,Port Harcourt,Dry Season
11/30/2021,114,312,35616,260,181,79,Ogun Growers,279,3047,"Lagos, Yaba",Dry Season
12/1/2021,166,304,50426,234,116,118,Ogun Growers,214,3638,"Lagos, Yaba",Dry Season
12/2/2021,256,286,73314,272,78,194,Jigawa Farm,224,3517,"Lagos, Yaba",Dry Season
12/3/2021,102,232,23649,264,209,55,Ogun Growers,167,9112,"Abuja, Wuse",Dry Season
12/4/2021,177,294,52078,239,142,97,Ogun Growers,236,3072,Ibadan,Dry Season
12/5/2021,261,301,78441,161,-57,218,Kaduna Suppliers,258,4768,"Lagos, Yaba",Dry Season
12/6/2021,173,228,39361,100,-12,112,Local Farmer,165,3277,"Kano, Sabon Gari",Dry Season
12/7/2021,110,290,31949,212,111,101,Jigawa Farm,235,7022,Ibadan,Dry Season
12/8/2021,160,264,42162,230,114,116,Local Farmer,224,9271,Port Harcourt,Dry Season
12/9/2021,246,299,73563,202,-34,236,Ogun Growers,256,5164,Port Harcourt,Dry Season
12/10/2021,229,244,55919,199,24,175,Local Farmer,182,4088,Port Harcourt,Dry Season
12/11/2021,191,292,55826,198,21,177,Jigawa Farm,260,8892,"Abuja, Wuse",Dry Season
12/12/2021,295,300,88537,229,-25,254,Local Farmer,270,6603,"Kano, Sabon Gari",Dry Season
12/13/2021,263,300,78799,175,-27,202,Local Farmer,223,3747,Port Harcourt,Dry Season
12/14/2021,243,264,64138,235,-6,241,Ogun Growers,231,6302,Ibadan,Dry Season
12/15/2021,136,246,33430,170,132,38,Local Farmer,193,7571,"Abuja, Wuse",Dry Season
12/16/2021,285,313,89221,184,-47,231,Jigawa Farm,254,8762,Port Harcourt,Dry Season
12/17/2021,253,310,78307,131,-99,230,Local Farmer,223,6937,"Lagos, Yaba",Dry Season
12/18/2021,285,283,80655,235,-23,258,Local Farmer,219,7803,"Abuja, Wuse",Dry Season
12/19/2021,286,235,67159,244,24,220,Ogun Growers,189,6206,Port Harcourt,Dry Season
12/20/2021,116,286,33168,247,225,22,Kaduna Suppliers,213,9303,"Kano, Sabon Gari",Dry Season
12/21/2021,216,306,66103,114,-86,200,Jigawa Farm,253,6522,"Kano, Sabon Gari",Dry Season
12/22/2021,268,311,83217,214,-33,247,Local Farmer,262,8462,"Abuja, Wuse",Dry Season
12/23/2021,296,228,67582,189,-14,203,Jigawa Farm,203,7106,"Lagos, Yaba",Dry Season
12/24/2021,248,307,76192,222,8,214,Jigawa Farm,251,9220,"Lagos, Yaba",Dry Season
12/25/2021,204,256,52132,286,101,185,Jigawa Farm,221,4797,"Lagos, Yaba",Dry Season
12/26/2021,273,223,60866,277,101,176,Local Farmer,159,3704,"Abuja, Wuse",Dry Season
12/27/2021,180,221,39818,183,24,159,Kaduna Suppliers,158,4450,"Abuja, Wuse",Dry Season
12/28/2021,167,317,52897,114,-49,163,Kaduna Suppliers,251,5960,Ibadan,Dry Season
12/29/2021,225,310,69849,200,38,162,Jigawa Farm,220,3647,"Lagos, Yaba",Dry Season
12/30/2021,137,262,35847,273,141,132,Local Farmer,204,4133,"Abuja, Wuse",Dry Season
12/31/2021,251,282,70880,107,-80,187,Kaduna Suppliers,252,8722,"Kano, Sabon Gari",Dry Season
1/1/2022,220,238,52328,267,97,170,Local Farmer,211,5956,Ibadan,Dry Season
1/2/2022,143,255,36525,172,51,121,Jigawa Farm,185,8377,Port Harcourt,Dry Season
1/3/2022,170,285,48400,140,19,121,Jigawa Farm,230,3385,"Abuja, Wuse",Dry Season
1/4/2022,185,225,41627,262,117,145,Local Farmer,194,5143,"Abuja, Wuse",Dry Season
1/5/2022,260,312,81146,299,65,234,Kaduna Suppliers,234,4802,"Lagos, Yaba",Dry Season
1/6/2022,178,261,46482,205,57,148,Jigawa Farm,199,3420,"Abuja, Wuse",Dry Season
1/7/2022,236,227,53670,203,14,189,Local Farmer,195,8956,"Abuja, Wuse",Dry Season
1/8/2022,258,249,64368,244,51,193,Kaduna Suppliers,211,8863,"Lagos, Yaba",Dry Season
1/9/2022,206,328,67518,146,33,113,Ogun Growers,279,4779,Ibadan,Dry Season
1/10/2022,130,291,37892,283,173,110,Kaduna Suppliers,207,8535,Port Harcourt,Dry Season
1/11/2022,297,241,71674,253,-32,285,Kaduna Suppliers,174,6599,"Kano, Sabon Gari",Dry Season
1/12/2022,202,335,67684,103,-31,134,Jigawa Farm,285,9996,"Lagos, Yaba",Dry Season
1/13/2022,282,233,65574,161,-101,262,Local Farmer,166,7860,"Abuja, Wuse",Dry Season
1/14/2022,133,305,40549,171,74,97,Ogun Growers,270,4256,"Kano, Sabon Gari",Dry Season
1/15/2022,249,302,75206,202,-20,222,Local Farmer,262,8470,Ibadan,Dry Season
1/16/2022,278,324,90008,129,-93,222,Jigawa Farm,267,5228,Port Harcourt,Dry Season
1/17/2022,113,326,36865,188,124,64,Jigawa Farm,238,7753,Port Harcourt,Dry Season
1/18/2022,279,286,79932,152,-120,272,Kaduna Suppliers,224,7653,"Abuja, Wuse",Dry Season
1/19/2022,201,298,59839,106,-28,134,Ogun Growers,263,5547,"Kano, Sabon Gari",Dry Season
1/20/2022,194,336,65158,251,127,124,Kaduna Suppliers,260,3581,"Kano, Sabon Gari",Dry Season
1/21/2022,209,323,67531,226,37,189,Jigawa Farm,286,5711,Port Harcourt,Dry Season
1/22/2022,162,261,42252,114,48,66,Jigawa Farm,227,4923,Port Harcourt,Dry Season
1/23/2022,108,311,33602,115,45,70,Kaduna Suppliers,261,9591,Port Harcourt,Dry Season
1/24/2022,124,285,35374,199,105,94,Jigawa Farm,201,8460,Ibadan,Dry Season
1/25/2022,175,329,57631,103,-27,130,Ogun Growers,272,5356,Port Harcourt,Dry Season
1/26/2022,111,306,33916,179,152,27,Kaduna Suppliers,240,5368,Port Harcourt,Dry Season
1/27/2022,130,235,30559,152,49,103,Ogun Growers,194,4051,Port Harcourt,Dry Season
1/28/2022,228,240,54736,277,69,208,Local Farmer,211,3755,Ibadan,Dry Season
1/29/2022,299,244,72848,185,-34,219,Jigawa Farm,211,3585,"Kano, Sabon Gari",Dry Season
1/30/2022,130,305,39641,126,68,58,Kaduna Suppliers,252,4177,Ibadan,Dry Season
1/31/2022,274,245,67009,221,-48,269,Local Farmer,174,3619,Ibadan,Dry Season
2/1/2022,217,321,69718,122,-31,153,Local Farmer,226,7004,"Kano, Sabon Gari",Dry Season
2/2/2022,210,262,55036,271,66,205,Local Farmer,216,8212,Port Harcourt,Dry Season
2/3/2022,231,232,53499,168,0,168,Jigawa Farm,194,8183,Ibadan,Dry Season
2/4/2022,116,236,27344,202,87,115,Kaduna Suppliers,207,3986,Ibadan,Dry Season
2/5/2022,122,320,39004,100,65,35,Kaduna Suppliers,275,9106,Ibadan,Dry Season
2/6/2022,153,238,36357,197,45,152,Ogun Growers,169,4745,"Lagos, Yaba",Dry Season
2/7/2022,183,325,59498,202,33,169,Local Farmer,266,7388,Port Harcourt,Dry Season
2/8/2022,259,238,61662,243,20,223,Ogun Growers,177,4498,Port Harcourt,Dry Season
2/9/2022,286,263,75129,124,-152,276,Local Farmer,188,7101,"Lagos, Yaba",Dry Season
2/10/2022,151,255,38524,149,83,66,Jigawa Farm,210,9758,Port Harcourt,Dry Season
2/11/2022,221,247,54563,269,61,208,Local Farmer,181,5270,"Lagos, Yaba",Dry Season
2/12/2022,113,268,30288,183,157,26,Kaduna Suppliers,228,8260,Port Harcourt,Dry Season
2/13/2022,196,326,63858,169,-6,175,Local Farmer,266,6122,"Abuja, Wuse",Dry Season
2/14/2022,229,241,55098,284,149,135,Kaduna Suppliers,172,6750,"Kano, Sabon Gari",Dry Season
2/15/2022,297,284,84344,145,-131,276,Local Farmer,240,4845,Ibadan,Dry Season
2/16/2022,146,334,48726,101,42,59,Ogun Growers,255,8682,Ibadan,Dry Season
2/17/2022,213,332,70812,249,37,212,Ogun Growers,245,4880,Port Harcourt,Dry Season
2/18/2022,169,232,39132,235,149,86,Kaduna Suppliers,164,7864,"Abuja, Wuse",Dry Season
2/19/2022,188,237,44555,131,-19,150,Local Farmer,169,4819,"Abuja, Wuse",Dry Season
2/20/2022,246,301,74087,240,70,170,Jigawa Farm,251,6891,"Abuja, Wuse",Dry Season
2/21/2022,191,315,60193,266,118,148,Kaduna Suppliers,274,3377,"Kano, Sabon Gari",Dry Season
2/22/2022,299,294,87829,157,-48,205,Jigawa Farm,208,8640,"Lagos, Yaba",Dry Season
2/23/2022,203,226,45916,236,107,129,Ogun Growers,160,4859,"Kano, Sabon Gari",Dry Season
2/24/2022,238,280,66583,199,55,144,Kaduna Suppliers,211,7264,"Kano, Sabon Gari",Dry Season
2/25/2022,270,281,75917,212,7,205,Jigawa Farm,248,9757,Ibadan,Dry Season
2/26/2022,220,327,72022,124,-10,134,Ogun Growers,275,9539,Port Harcourt,Dry Season
2/27/2022,159,258,41061,250,135,115,Local Farmer,186,3155,Ibadan,Dry Season
2/28/2022,234,294,68730,299,134,165,Jigawa Farm,260,8168,Ibadan,Dry Season
3/1/2022,292,260,75859,137,-148,285,Ogun Growers,219,8944,"Abuja, Wuse",Dry Season
3/2/2022,277,226,62673,251,-15,266,Local Farmer,201,6335,"Abuja, Wuse",Dry Season
3/3/2022,280,313,87779,273,41,232,Kaduna Suppliers,241,5778,Port Harcourt,Dry Season
3/4/2022,112,232,25994,219,138,81,Local Farmer,185,9212,Ibadan,Dry Season
3/5/2022,191,307,58579,182,18,164,Kaduna Suppliers,253,9336,"Abuja, Wuse",Dry Season
3/6/2022,290,316,91592,269,31,238,Kaduna Suppliers,235,9800,Port Harcourt,Dry Season
3/7/2022,223,321,71490,233,74,159,Local Farmer,245,3628,"Kano, Sabon Gari",Dry Season
3/8/2022,271,333,90368,168,-55,223,Jigawa Farm,254,9586,"Lagos, Yaba",Dry Season
3/9/2022,190,245,46645,106,-66,172,Ogun Growers,177,7897,"Abuja, Wuse",Dry Season
3/10/2022,126,298,37602,202,79,123,Local Farmer,235,7024,Port Harcourt,Dry Season
3/11/2022,225,320,72014,235,25,210,Kaduna Suppliers,239,3180,"Lagos, Yaba",Dry Season
3/12/2022,179,228,40792,296,146,150,Local Farmer,178,4780,Port Harcourt,Dry Season
3/13/2022,261,242,63115,211,-24,235,Ogun Growers,187,6675,"Abuja, Wuse",Dry Season
3/14/2022,237,240,56908,289,59,230,Kaduna Suppliers,190,4719,"Kano, Sabon Gari",Dry Season
3/15/2022,195,331,64561,226,39,187,Local Farmer,247,8989,"Kano, Sabon Gari",Dry Season
3/16/2022,268,225,60260,230,-12,242,Kaduna Suppliers,169,9091,Port Harcourt,Dry Season
3/17/2022,158,318,50195,190,40,150,Kaduna Suppliers,284,8775,"Lagos, Yaba",Dry Season
3/18/2022,244,265,64702,108,-79,187,Local Farmer,198,4982,"Kano, Sabon Gari",Dry Season
3/19/2022,136,299,40600,162,72,90,Local Farmer,268,5804,"Abuja, Wuse",Dry Season
3/20/2022,241,301,72639,242,37,205,Ogun Growers,241,7241,"Abuja, Wuse",Dry Season
3/21/2022,173,256,44328,124,21,103,Kaduna Suppliers,202,4673,Ibadan,Dry Season
3/22/2022,158,275,43404,260,140,120,Kaduna Suppliers,195,5042,Port Harcourt,Dry Season
3/23/2022,237,292,69141,147,-41,188,Ogun Growers,241,7280,Ibadan,Dry Season
3/24/2022,237,235,55794,116,-47,163,Kaduna Suppliers,195,7446,"Kano, Sabon Gari",Dry Season
3/25/2022,260,294,76318,271,78,193,Ogun Growers,232,7550,"Kano, Sabon Gari",Dry Season
3/26/2022,190,296,56328,296,183,113,Local Farmer,242,8759,Port Harcourt,Dry Season
3/27/2022,175,323,56586,172,-3,175,Ogun Growers,277,9079,Ibadan,Dry Season
3/28/2022,174,247,43060,104,-19,123,Kaduna Suppliers,213,3109,Port Harcourt,Dry Season
3/29/2022,193,297,57252,150,-16,166,Local Farmer,240,5845,"Kano, Sabon Gari",Dry Season
3/30/2022,218,262,57036,279,72,207,Kaduna Suppliers,212,4178,Ibadan,Dry Season
3/31/2022,149,272,40554,199,78,121,Local Farmer,194,9326,Port Harcourt,Dry Season
4/1/2022,153,225,34432,110,55,55,Local Farmer,196,7081,"Abuja, Wuse",Dry Season
